rfr_id|test_class_id|test_item_id|minor_item|rfr_deficiency_category|rfr_desc|rfr_loc_marker|rfr_insp_manual_desc|rfr_advisory_text|test_item_set_section_id
31487|3|20307|N|Major|prescribed area fractured significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired||20218
31487|4|20307|N|Major|prescribed area fractured significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired||20218
31487|5|20307|N|Major|prescribed area fractured significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired||20218
31487|7|20307|N|Major|prescribed area fractured significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired||20218
31488|3|20307|N|Major|prescribed area is inadequately repaired|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|repair covered in underseal|20218
31488|4|20307|N|Major|prescribed area is inadequately repaired|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|repair covered in underseal|20218
31488|5|20307|N|Major|prescribed area is inadequately repaired|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|repair covered in underseal|20218
31488|7|20307|N|Major|prescribed area is inadequately repaired|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|repair covered in underseal|20218
31489|3|20307|N|Dangerous|prescribed area damaged to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31489|4|20307|N|Dangerous|prescribed area damaged to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31489|5|20307|N|Dangerous|prescribed area damaged to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31489|7|20307|N|Dangerous|prescribed area damaged to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31490|3|20307|N|Dangerous|prescribed area fractured to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31490|4|20307|N|Dangerous|prescribed area fractured to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31490|5|20307|N|Dangerous|prescribed area fractured to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31490|7|20307|N|Dangerous|prescribed area fractured to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31491|3|20307|N|Dangerous|prescribed area is corroded to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31491|4|20307|N|Dangerous|prescribed area is corroded to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31491|5|20307|N|Dangerous|prescribed area is corroded to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31491|7|20307|N|Dangerous|prescribed area is corroded to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31492|3|20307|N|Dangerous|prescribed area so inadequately repaired that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31492|4|20307|N|Dangerous|prescribed area so inadequately repaired that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31492|5|20307|N|Dangerous|prescribed area so inadequately repaired that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31492|7|20307|N|Dangerous|prescribed area so inadequately repaired that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31493|3|20308|N|Major|prescribed area excessively corroded significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|prescribed area is corroded but not considered excessive|20218
31493|4|20308|N|Major|prescribed area excessively corroded significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|prescribed area is corroded but not considered excessive|20218
31493|5|20308|N|Major|prescribed area excessively corroded significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|prescribed area is corroded but not considered excessive|20218
31493|7|20308|N|Major|prescribed area excessively corroded significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|prescribed area is corroded but not considered excessive|20218
31494|3|20308|N|Major|prescribed area excessively damaged significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|prescribed area damaged but not considered excessive|20218
31494|4|20308|N|Major|prescribed area excessively damaged significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|prescribed area damaged but not considered excessive|20218
31494|5|20308|N|Major|prescribed area excessively damaged significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|prescribed area damaged but not considered excessive|20218
31494|7|20308|N|Major|prescribed area excessively damaged significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|prescribed area damaged but not considered excessive|20218
31495|3|20308|N|Major|prescribed area fractured significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired||20218
31495|4|20308|N|Major|prescribed area fractured significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired||20218
31495|5|20308|N|Major|prescribed area fractured significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired||20218
31495|7|20308|N|Major|prescribed area fractured significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired||20218
31496|3|20308|N|Major|prescribed area is inadequately repaired|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|repair covered in underseal|20218
31496|4|20308|N|Major|prescribed area is inadequately repaired|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|repair covered in underseal|20218
31496|5|20308|N|Major|prescribed area is inadequately repaired|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|repair covered in underseal|20218
31496|7|20308|N|Major|prescribed area is inadequately repaired|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|repair covered in underseal|20218
31497|3|20308|N|Dangerous|prescribed area damaged to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31497|4|20308|N|Dangerous|prescribed area damaged to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31497|5|20308|N|Dangerous|prescribed area damaged to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31497|7|20308|N|Dangerous|prescribed area damaged to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31498|3|20308|N|Dangerous|prescribed area fractured to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31498|4|20308|N|Dangerous|prescribed area fractured to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31498|5|20308|N|Dangerous|prescribed area fractured to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31498|7|20308|N|Dangerous|prescribed area fractured to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31499|3|20308|N|Dangerous|prescribed area is corroded to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31499|4|20308|N|Dangerous|prescribed area is corroded to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31499|5|20308|N|Dangerous|prescribed area is corroded to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31499|7|20308|N|Dangerous|prescribed area is corroded to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31500|3|20308|N|Dangerous|prescribed area so inadequately repaired that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31500|4|20308|N|Dangerous|prescribed area so inadequately repaired that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31500|5|20308|N|Dangerous|prescribed area so inadequately repaired that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31500|7|20308|N|Dangerous|prescribed area so inadequately repaired that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31501|3|20309|N|Major|prescribed area excessively corroded significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|prescribed area is corroded but not considered excessive|20218
31501|4|20309|N|Major|prescribed area excessively corroded significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|prescribed area is corroded but not considered excessive|20218
31501|5|20309|N|Major|prescribed area excessively corroded significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|prescribed area is corroded but not considered excessive|20218
31501|7|20309|N|Major|prescribed area excessively corroded significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|prescribed area is corroded but not considered excessive|20218
31502|3|20309|N|Major|prescribed area excessively damaged significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|prescribed area damaged but not considered excessive|20218
31502|4|20309|N|Major|prescribed area excessively damaged significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|prescribed area damaged but not considered excessive|20218
31502|5|20309|N|Major|prescribed area excessively damaged significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|prescribed area damaged but not considered excessive|20218
31502|7|20309|N|Major|prescribed area excessively damaged significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|prescribed area damaged but not considered excessive|20218
31503|3|20309|N|Major|prescribed area fractured significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired||20218
31503|4|20309|N|Major|prescribed area fractured significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired||20218
31503|5|20309|N|Major|prescribed area fractured significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired||20218
31503|7|20309|N|Major|prescribed area fractured significantly reducing structural strength|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired||20218
31504|3|20309|N|Major|prescribed area is inadequately repaired|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|repair covered in underseal|20218
31504|4|20309|N|Major|prescribed area is inadequately repaired|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|repair covered in underseal|20218
31504|5|20309|N|Major|prescribed area is inadequately repaired|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|repair covered in underseal|20218
31504|7|20309|N|Major|prescribed area is inadequately repaired|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is significantly reduced or inadequately repaired|repair covered in underseal|20218
31505|3|20309|N|Dangerous|prescribed area damaged to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31505|4|20309|N|Dangerous|prescribed area damaged to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31505|5|20309|N|Dangerous|prescribed area damaged to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31505|7|20309|N|Dangerous|prescribed area damaged to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31506|3|20309|N|Dangerous|prescribed area fractured to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31506|4|20309|N|Dangerous|prescribed area fractured to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31506|5|20309|N|Dangerous|prescribed area fractured to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31506|7|20309|N|Dangerous|prescribed area fractured to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31507|3|20309|N|Dangerous|prescribed area is corroded to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31507|4|20309|N|Dangerous|prescribed area is corroded to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31507|5|20309|N|Dangerous|prescribed area is corroded to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31507|7|20309|N|Dangerous|prescribed area is corroded to the extent that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31508|3|20309|N|Dangerous|prescribed area so inadequately repaired that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31508|4|20309|N|Dangerous|prescribed area so inadequately repaired that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31508|5|20309|N|Dangerous|prescribed area so inadequately repaired that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31508|7|20309|N|Dangerous|prescribed area so inadequately repaired that control of the vehicle is likely to be adversely affected|Y|The strength or continuity of the load bearing structure within 30cm of any sub-frame, spring or suspension component mounting (a 'prescribed area') is so weakened that control of the vehicle is likely to be adversely affected||20218
31509|3|21015|N|Major|is deformed and structural rigidity is significantly reduced|N|A main load-bearing structural member fractured or deformed such that structural rigidity is significantly reduced|is deformed but structural rigidity is not significantly reduced|20310
31509|4|21015|N|Major|is deformed and structural rigidity is significantly reduced|N|A main load-bearing structural member fractured or deformed such that structural rigidity is significantly reduced|is deformed but structural rigidity is not significantly reduced|20310
31509|5|21015|N|Major|is deformed and structural rigidity is significantly reduced|N|A main load-bearing structural member fractured or deformed such that structural rigidity is significantly reduced|is deformed but structural rigidity is not significantly reduced|20310
31509|7|21015|N|Major|is deformed and structural rigidity is significantly reduced|N|A main load-bearing structural member fractured or deformed such that structural rigidity is significantly reduced|is deformed but structural rigidity is not significantly reduced|20310
31510|3|21015|N|Major|is fractured and structural rigidity is significantly reduced|N|A main load-bearing structural member fractured or deformed such that structural rigidity is significantly reduced|is fractured but structural rigidity is not significantly reduced|20310
31510|4|21015|N|Major|is fractured and structural rigidity is significantly reduced|N|A main load-bearing structural member fractured or deformed such that structural rigidity is significantly reduced|is fractured but structural rigidity is not significantly reduced|20310
31510|5|21015|N|Major|is fractured and structural rigidity is significantly reduced|N|A main load-bearing structural member fractured or deformed such that structural rigidity is significantly reduced|is fractured but structural rigidity is not significantly reduced|20310
31510|7|21015|N|Major|is fractured and structural rigidity is significantly reduced|N|A main load-bearing structural member fractured or deformed such that structural rigidity is significantly reduced|is fractured but structural rigidity is not significantly reduced|20310
31511|3|21015|N|Dangerous|has a fracture which is likely to adversely affect braking or steering|N|A main load-bearing structural member fractured or deformed such that steering or braking is likely to be adversely affected||20310
31511|4|21015|N|Dangerous|has a fracture which is likely to adversely affect braking or steering|N|A main load-bearing structural member fractured or deformed such that steering or braking is likely to be adversely affected||20310
31511|5|21015|N|Dangerous|has a fracture which is likely to adversely affect braking or steering|N|A main load-bearing structural member fractured or deformed such that steering or braking is likely to be adversely affected||20310
31511|7|21015|N|Dangerous|has a fracture which is likely to adversely affect braking or steering|N|A main load-bearing structural member fractured or deformed such that steering or braking is likely to be adversely affected||20310
31512|3|21015|N|Dangerous|is so deformed it is likely to adversely affect braking or steering|N|A main load-bearing structural member fractured or deformed such that structural rigidity is significantly reduced||20310
31512|4|21015|N|Dangerous|is so deformed it is likely to adversely affect braking or steering|N|A main load-bearing structural member fractured or deformed such that structural rigidity is significantly reduced||20310
31512|5|21015|N|Dangerous|is so deformed it is likely to adversely affect braking or steering|N|A main load-bearing structural member fractured or deformed such that structural rigidity is significantly reduced||20310
31512|7|21015|N|Dangerous|is so deformed it is likely to adversely affect braking or steering|N|A main load-bearing structural member fractured or deformed such that structural rigidity is significantly reduced||20310
31513|3|21016|N|Major|strengthening plate or fastening insecure|N|Strengthening plates or fastenings insecure||20310
31513|4|21016|N|Major|strengthening plate or fastening insecure|N|Strengthening plates or fastenings insecure||20310
31513|5|21016|N|Major|strengthening plate or fastening insecure|N|Strengthening plates or fastenings insecure||20310
31513|7|21016|N|Major|strengthening plate or fastening insecure|N|Strengthening plates or fastenings insecure||20310
31514|3|21016|N|Dangerous|strengthening plate or fastening so insecure that structural rigidity is seriously reduced|N|Strengthening plates or fastenings so insecure that structural rigidity is seriously reduced||20310
31514|4|21016|N|Dangerous|strengthening plate or fastening so insecure that structural rigidity is seriously reduced|N|Strengthening plates or fastenings so insecure that structural rigidity is seriously reduced||20310
31514|5|21016|N|Dangerous|strengthening plate or fastening so insecure that structural rigidity is seriously reduced|N|Strengthening plates or fastenings so insecure that structural rigidity is seriously reduced||20310
31514|7|21016|N|Dangerous|strengthening plate or fastening so insecure that structural rigidity is seriously reduced|N|Strengthening plates or fastenings so insecure that structural rigidity is seriously reduced||20310
31515|3|21015|N|Major|corroded to the extent that the rigidity of the assembly is significantly reduced|N|Vehicle structure corroded to the extent that the rigidity of the assembly is seriously reduced|is corroded but structural rigidity is not significantly reduced|20310
31515|4|21015|N|Major|corroded to the extent that the rigidity of the assembly is significantly reduced|N|Vehicle structure corroded to the extent that the rigidity of the assembly is seriously reduced|is corroded but structural rigidity is not significantly reduced|20310
31515|5|21015|N|Major|corroded to the extent that the rigidity of the assembly is significantly reduced|N|Vehicle structure corroded to the extent that the rigidity of the assembly is seriously reduced|is corroded but structural rigidity is not significantly reduced|20310
31515|7|21015|N|Major|corroded to the extent that the rigidity of the assembly is significantly reduced|N|Vehicle structure corroded to the extent that the rigidity of the assembly is seriously reduced|is corroded but structural rigidity is not significantly reduced|20310
31516|3|21015|N|Dangerous|has excessive corrosion which adversely affects braking or steering|N|Vehicle structure corroded to the extent that steering or braking is likely to be adversely affected||20310
31516|4|21015|N|Dangerous|has excessive corrosion which adversely affects braking or steering|N|Vehicle structure corroded to the extent that steering or braking is likely to be adversely affected||20310
31516|5|21015|N|Dangerous|has excessive corrosion which adversely affects braking or steering|N|Vehicle structure corroded to the extent that steering or braking is likely to be adversely affected||20310
31516|7|21015|N|Dangerous|has excessive corrosion which adversely affects braking or steering|N|Vehicle structure corroded to the extent that steering or braking is likely to be adversely affected||20310
31517|3|21032|N|Major|is deformed and structural rigidity is significantly reduced|N|A main load-bearing structural member fractured or deformed such that structural rigidity is significantly reduced|is deformed but structural rigidity is not significantly reduced|20310
31517|4|21032|N|Major|is deformed and structural rigidity is significantly reduced|N|A main load-bearing structural member fractured or deformed such that structural rigidity is significantly reduced|is deformed but structural rigidity is not significantly reduced|20310
31517|5|21032|N|Major|is deformed and structural rigidity is significantly reduced|N|A main load-bearing structural member fractured or deformed such that structural rigidity is significantly reduced|is deformed but structural rigidity is not significantly reduced|20310
31517|7|21032|N|Major|is deformed and structural rigidity is significantly reduced|N|A main load-bearing structural member fractured or deformed such that structural rigidity is significantly reduced|is deformed but structural rigidity is not significantly reduced|20310
31518|3|21032|N|Major|is fractured and structural rigidity is significantly reduced|N|A main load-bearing structural member fractured or deformed such that structural rigidity is significantly reduced|is fractured but structural rigidity is not significantly reduced|20310
31518|4|21032|N|Major|is fractured and structural rigidity is significantly reduced|N|A main load-bearing structural member fractured or deformed such that structural rigidity is significantly reduced|is fractured but structural rigidity is not significantly reduced|20310
31518|5|21032|N|Major|is fractured and structural rigidity is significantly reduced|N|A main load-bearing structural member fractured or deformed such that structural rigidity is significantly reduced|is fractured but structural rigidity is not significantly reduced|20310
31518|7|21032|N|Major|is fractured and structural rigidity is significantly reduced|N|A main load-bearing structural member fractured or deformed such that structural rigidity is significantly reduced|is fractured but structural rigidity is not significantly reduced|20310
31519|3|21032|N|Dangerous|has a fractured which is likely to adversely affect braking or steering|N|A main load-bearing structural member fractured or deformed such that steering or braking is likely to be adversely affected||20310
31519|4|21032|N|Dangerous|has a fractured which is likely to adversely affect braking or steering|N|A main load-bearing structural member fractured or deformed such that steering or braking is likely to be adversely affected||20310
